Date,Month,Year,VOL1,VOL7,VOL30,ClosePrice ,OpenPrice,HighPrice,LowPrice,Market Volumn,Average Block Size,Average Transaction Per Block,Hash Rate,Network Difficulty,Unique Addresses,Transactions Per Second,SP500,RUSSELL,Oil,Gold,Silver,USDEUR,USDYUAN,Interest Rate,Economic Uncertainty,Crypto Index
14/07/2019,7,2019,0.032006,0.067422,0.153086,10256.06,11381.02,11451.20,10234.58,22486000001,0.95,2091.63,65334365.2,9.06416E+12,437636,3.38,3014.3,1570,59.3,1413.5,15.24,0.89,6.87,1.9,-0.1100346,61
15/07/2019,7,2019,0.032576,0.071139,0.15514,10895.09,10257.84,11052.77,9992.01,25384047207,1.14,2391.17,65784947,9.06416E+12,585913,3.42,3014.3,1561.82,59.3,1413.5,15.37,0.89,6.88,1.9,-0.1074291,16
16/07/2019,7,2019,0.02697,0.070769,0.156526,9477.64,10896.65,10996.63,9448.11,24151199070,1.1,2242.82,72994256.3,9.06416E+12,595749,3.82,3004.04,1562,57.44,1411.2,15.68,0.89,6.88,1.94,-0.1103347,34
17/07/2019,7,2019,0.045943,0.079566,0.16281,9693.80,9471.21,9963.13,9163.13,24569921549,1.15,2442.8,59927383.2,9.06416E+12,569185,4.07,2984.42,1550.78,56.5,1421.3,15.89,0.89,6.88,1.89,-0.105106,19
18/07/2019,7,2019,0.020524,0.079692,0.163832,10666.48,9698.50,10736.84,9376.80,25187024648,1.26,2609.46,54520401.3,9.06416E+12,588257,3.63,2995.11,1555.62,55.08,1428.1,16.2,0.89,6.87,1.84,-0.0967986,40
19/07/2019,7,2019,0.011322,0.078243,0.16402,10530.73,10653.96,10716.98,10229.63,20727426310,1.26,2541.45,53168655.8,9.06416E+12,566404,3.45,2976.61,1547.9,55.42,1426.7,16.2,0.89,6.88,1.88,-0.0980771,42
20/07/2019,7,2019,0.01783,0.077149,0.164666,10767.14,10525.82,11048.66,10451.28,20206615155,1.05,1824.87,79752983.7,9.06416E+12,488968,3.02,2985.03,1547.9,55.87,1426.9,16.2,0.89,6.88,1.89,-0.079165,34
21/07/2019,7,2019,0.018526,0.072624,0.162732,10599.11,10777.53,10841.89,10389.60,17130580467,0.89,1905.6,67136692.5,9.06416E+12,400500,3.36,2985.03,1547.9,55.87,1426.9,16.2,0.89,6.88,1.89,-0.054478,42
22/07/2019,7,2019,0.010292,0.065017,0.162103,10343.11,10596.95,10651.79,10154.92,16334414913,1,2021.51,71191929,9.06416E+12,533399,3.12,2985.03,1544.78,55.87,1426.9,16.41,0.89,6.88,1.89,-0.0448371,42
23/07/2019,7,2019,0.021119,0.062885,0.162946,9900.77,10346.75,10346.75,9883.59,17851916995,1.1,2240.22,64212845.2,9.03316E+12,531460,3.63,3005.47,1554.96,56.58,1421.7,16.48,0.89,6.88,1.91,-0.0385626,40
24/07/2019,7,2019,0.019665,0.046734,0.163517,9811.93,9887.73,9908.80,9614.31,17398734322,1.11,2126.54,62282811.3,9.01379E+12,490408,3.5,3019.56,1580.42,55.9,1436.5,16.63,0.9,6.88,1.92,-0.0505123,20
25/07/2019,7,2019,0.00973,0.043096,0.154457,9911.84,9809.10,10154.25,9773.96,15821952090,1.13,2243.57,67211666.9,9.01379E+12,568629,3.36,3003.67,1561.45,55.88,1427.5,16.41,0.9,6.87,1.93,-0.0771758,42
26/07/2019,7,2019,0.028881,0.050447,0.148679,9870.30,9913.13,9916.52,9717.98,14495714483,0.96,1925.37,74380911.4,9.01379E+12,563023,3.63,3025.86,1578.97,56.04,1432.2,16.4,0.9,6.87,1.94,-0.0727772,24
27/07/2019,7,2019,0.008001,0.047848,0.142823,9477.68,9871.17,10167.32,9411.52,16817809536,0.86,1867.71,68107822.5,9.01379E+12,445312,3.56,3020.97,1578.97,56.85,1433.3,16.4,0.9,6.87,1.93,-0.0614405,47
28/07/2019,7,2019,0.009962,0.04524,0.140158,9552.86,9491.63,9575.54,9252.30,13738687093,0.7,1559.85,78413611.4,9.01379E+12,391947,3.17,3020.97,1578.97,56.85,1433.3,16.4,0.9,6.87,1.93,-0.0501592,16
29/07/2019,7,2019,0.009907,0.045178,0.137571,9519.15,9548.18,9681.65,9472.95,13791445323,0.96,1985.83,75277067,9.01379E+12,521007,3.02,3020.97,1569.02,56.85,1433.3,16.44,0.9,6.88,1.93,-0.049395,19
30/07/2019,7,2019,0.009762,0.041246,0.133724,9607.42,9522.33,9701.76,9437.34,13829811132,1.17,2312.5,63627044.7,9.01379E+12,548807,3.71,3013.18,1585.6,58.04,1441.8,16.56,0.9,6.89,1.92,-0.0452661,22
31/07/2019,7,2019,0.00926,0.037518,0.126321,10085.63,9604.05,10085.63,9598.10,16631520648,1.01,2113.08,76621300.3,9.01379E+12,573802,3.62,2980.38,1574.61,58.53,1437.8,16.41,0.9,6.88,1.94,-0.0449922,31
01/08/2019,8,2019,0.010596,0.037739,0.122962,10399.67,10077.44,10446.92,9922.02,17165337858,1.15,2365.8,63627044.7,9.01379E+12,558918,4.05,2953.56,1550.76,53.64,1432.4,16.18,0.9,6.88,1.83,-0.0647217,57
02/08/2019,8,2019,0.009977,0.025993,0.120625,10518.17,10402.04,10657.95,10371.01,17489094082,1.03,2068.38,75725144.7,9.01379E+12,581154,3.72,2932.05,1533.66,55.67,1457.5,16.27,0.9,6.9,1.81,-0.0811885,61
03/08/2019,8,2019,0.012196,0.027488,0.117497,10821.73,10519.28,10946.78,10503.50,15352685061,0.85,1893.57,77517455.8,9.01379E+12,470981,3.89,2844.74,1533.66,54.63,1464.6,16.27,0.9,6.9,1.74,-0.0895232,61
04/08/2019,8,2019,0.016433,0.030618,0.116086,10970.18,10821.63,11009.21,10620.28,16530894787,0.83,1789.25,74828989.2,9.01379E+12,421536,3.57,2844.74,1533.66,54.63,1464.6,16.27,0.9,6.9,1.74,-0.069898,62
05/08/2019,8,2019,0.02625,0.039413,0.118117,11805.65,10960.74,11895.09,10960.74,23875988832,1.18,2371.58,70305379,9.89023E+12,583599,3.27,2844.74,1487.41,54.63,1464.6,16.35,0.9,6.94,1.74,-0.0740307,64
06/08/2019,8,2019,0.021802,0.04397,0.118638,11478.17,11811.54,12273.82,11290.73,23635107660,1.15,2287.88,79916269,9.98535E+12,617620,3.84,2881.77,1502.09,53.6,1484.2,16.45,0.89,7.05,1.76,-0.1221389,66
07/08/2019,8,2019,0.011319,0.044555,0.116714,11941.97,11476.19,12036.99,11433.70,22194988641,1.13,2424.24,75945274.3,9.98535E+12,545941,4.05,2883.98,1500.69,51.14,1507.3,17.16,0.89,7.03,1.72,-0.1451429,45
08/08/2019,8,2019,0.007985,0.043982,0.113441,11966.41,11954.04,11979.42,11556.17,19481591730,1.24,2367.47,70485156.5,9.98535E+12,568245,4.36,2938.09,1532.13,52.6,1509.5,16.94,0.89,7.06,1.75,-0.1587279,61
09/08/2019,8,2019,0.019707,0.047454,0.111409,11862.94,11953.47,11970.46,11709.75,18339989960,1.16,2320.58,72967028.2,9.98535E+12,562840,3.51,2918.65,1513.04,54.41,1508.5,16.93,0.89,7.04,1.74,-0.1952935,60
10/08/2019,8,2019,0.00809,0.046575,0.109943,11354.02,11861.56,11915.66,11323.90,18125355447,0.91,2014.16,74952525.6,9.98535E+12,453016,3.77,2883.75,1513.04,54.98,1517.2,16.93,0.89,7.04,1.72,-0.1934396,59
11/08/2019,8,2019,0.005324,0.043509,0.10833,11523.58,11349.74,11523.58,11248.29,15774371518,0.79,1786.14,75945274.3,9.98535E+12,414832,3.36,2883.75,1513.04,54.98,1517.2,16.93,0.89,7.04,1.72,-0.1794636,45
12/08/2019,8,2019,0.009131,0.036011,0.106487,11382.62,11528.19,11528.19,11320.95,13647198229,1.04,2236.44,66017787.5,9.98535E+12,459560,2.97,2883.75,1493.46,54.98,1517.2,17.07,0.89,7.06,1.72,-0.1930908,48
13/08/2019,8,2019,0.014358,0.031863,0.102717,10895.83,11385.05,11420.05,10830.33,16681503537,1.19,2361.45,77930771.7,9.98535E+12,566410,3.63,2926.32,1510.58,57.05,1514.1,16.99,0.89,7.06,1.8,-0.2099873,45
14/08/2019,8,2019,0.02467,0.038795,0.10003,10051.70,10889.49,10889.56,10028.14,19990838300,1.14,2368.4,75448900,9.98535E+12,554189,3.91,2840.6,1467.52,55.16,1527.8,17.28,0.89,7.03,1.74,-0.2256235,11
15/08/2019,8,2019,0.021534,0.043613,0.098692,10311.55,10038.42,10437.41,9675.32,22899115082,1.07,2265.25,77930771.7,9.98535E+12,538837,3.92,2847.6,1461.65,54.51,1531.2,17.21,0.9,7.02,1.67,-0.2527813,13
16/08/2019,8,2019,0.015651,0.04183,0.088538,10374.34,10319.42,10524.35,9855.48,20228207096,1.04,2201.53,72967028.2,9.98535E+12,533245,3.93,2888.68,1493.64,54.83,1523.6,17.12,0.9,7.02,1.66,-0.2657153,31
17/08/2019,8,2019,0.010596,0.042446,0.086809,10231.74,10358.72,10452.63,10086.70,13778035685,1,2252,63535915.8,9.98535E+12,441149,3.57,2923.65,1493.64,56.24,1511.6,17.12,0.9,7.02,1.7,-0.2923663,20
18/08/2019,8,2019,0.012376,0.044034,0.086929,10345.81,10233.01,10487.07,10119.09,12999813869,0.95,2193.37,62740159.3,10016798869144.00,407213,3.16,2923.65,1493.64,56.24,1511.6,17.12,0.9,7.02,1.7,-0.3013657,14
19/08/2019,8,2019,0.011959,0.044542,0.085856,10916.05,10350.28,10916.05,10313.20,16038264603,0.94,2027.44,82514504.8,10183488432890.00,517545,2.99,2923.65,1508.85,56.24,1511.6,16.94,0.9,7.04,1.7,-0.2891182,30
20/08/2019,8,2019,0.019717,0.046648,0.08632,10763.23,10916.35,10947.04,10618.96,15053082175,1.08,2178.46,77452265.2,10183488432890.00,558999,3.66,2900.51,1498.01,56.18,1515.7,17.15,0.9,7.05,1.68,-0.2966793,39
21/08/2019,8,2019,0.015427,0.042476,0.087076,10138.05,10764.57,10798.73,9962.72,19473084768,1.19,2270.65,68846458,10183488432890.00,599152,3.69,2924.43,1509.85,55.65,1515.7,17.29,0.9,7.06,1.72,-0.2948952,11
22/08/2019,8,2019,0.010194,0.038086,0.085064,10131.06,10142.52,10233.00,9831.46,17097508856,1.24,2286.9,71377577.8,10183488432890.00,609067,3.5,2922.95,1506,55.33,1497.3,17.01,0.9,7.06,1.74,-0.2972812,5
23/08/2019,8,2019,0.011052,0.036475,0.083548,10407.96,10136.31,10442.44,10078.19,15627023886,1.1,2223.66,77452265.2,10183488432890.00,564675,3.47,2847.11,1459.49,54.08,1537.6,17.55,0.9,7.08,1.69,-0.2983296,33
24/08/2019,8,2019,0.014952,0.037879,0.084318,10159.96,10407.64,10418.02,9982.30,15451030650,0.98,1903.01,80995832.9,10183488432890.00,452008,3.78,2878.38,1459.49,53.54,1537.2,17.55,0.9,7.08,1.71,-0.3152314,39
25/08/2019,8,2019,0.017706,0.039923,0.081137,10138.52,10160.74,10304.62,10008.79,14153856610,0.8,1864.09,78464713.1,10183488432890.00,393555,3.32,2878.38,1459.49,53.54,1537.2,17.55,0.9,7.08,1.71,-0.3135124,33
26/08/2019,8,2019,0.007813,0.038864,0.081126,10370.82,10126.30,10512.33,10126.30,18438654080,1.17,2322.77,69352681.9,10183488432890.00,539168,3.21,2878.38,1476,53.54,1537.2,17.79,0.9,7.1,1.71,-0.3061533,41
27/08/2019,8,2019,0.022107,0.039832,0.083579,10185.50,10372.83,10381.33,10087.30,14762609503,1.16,2414.7,68340234,10183488432890.00,535379,3.54,2869.16,1456.04,54.99,1551.8,18.3,0.9,7.15,1.73,-0.2834428,30
28/08/2019,8,2019,0.01137,0.038443,0.083786,9754.42,10203.43,10279.37,9716.66,17603790323,1.04,2259.6,76439817.3,10183488432890.00,526015,3.62,2887.94,1472.71,55.76,1549.1,18.46,0.9,7.16,1.7,-0.2575335,32
29/08/2019,8,2019,0.006398,0.037491,0.083353,9510.20,9756.79,9756.79,9421.63,17045878501,1,2101.42,83526952.7,10183488432890.00,545362,3.82,2924.58,1496.72,56.67,1536.9,18.32,0.9,7.16,1.71,-0.2124299,20
30/08/2019,8,2019,0.009389,0.036998,0.083301,9598.17,9514.84,9656.12,9428.30,13595263986,1.01,2182.5,80995832.9,10183488432890.00,543570,3.79,2926.46,1494.84,55.07,1529.2,18.48,0.9,7.14,1.72,-0.2106468,24
31/08/2019,8,2019,0.004758,0.034182,0.082762,9630.66,9597.54,9673.22,9531.80,11454806419,0.87,2061.42,84033176.7,10183488432890.00,464447,3.81,2906.27,1494.84,53.91,1555.9,18.48,0.9,7.14,1.69,-0.2015424,20
01/09/2019,9,2019,0.011231,0.031835,0.083085,9757.97,9630.59,9796.76,9582.94,11445355859,0.89,1996.28,75959123.8,10685572378040.00,423910,3.69,2906.27,1494.84,53.91,1555.9,18.48,0.9,7.14,1.69,-0.1824749,24
02/09/2019,9,2019,0.009723,0.032397,0.082794,10346.76,9757.47,10396.59,9730.65,17248102294,1.06,2196.3,79786349.9,10771996663680.00,529944,3.1,2906.27,1494.84,53.91,1555.9,18.48,0.91,7.16,1.69,-0.1790528,28
03/09/2019,9,2019,0.012711,0.026501,0.081899,10623.54,10345.73,10736.10,10308.55,19384917989,1.09,2259.95,87818532.8,10771996663680.00,595785,3.66,2906.27,1472.28,53.91,1555.9,19.24,0.91,7.17,1.69,-0.1982031,41
04/09/2019,9,2019,0.008366,0.025253,0.077988,10594.49,10621.18,10762.64,10434.71,16742664769,1.18,2387.8,72825124.8,10771996663680.00,544449,4.1,2937.78,1484.76,56.22,1560.4,19.55,0.91,7.18,1.66,-0.1975913,43
05/09/2019,9,2019,0.02021,0.031781,0.077429,10575.53,10588.18,10627.27,10516.42,14551239508,1.02,2135.82,88354011.7,10771996663680.00,550315,3.6,2976,1510.75,56.33,1525.5,18.81,0.91,7.15,1.7,-0.1936817,41
06/09/2019,9,2019,0.006405,0.031029,0.076864,10353.30,10578.20,10898.76,10292.30,19536574783,1.09,2313.49,84605659.7,10771996663680.00,601748,3.96,2978.71,1505.17,56.45,1506.2,17.97,0.91,7.15,1.7,-0.1924353,43
07/09/2019,9,2019,0.006962,0.031496,0.076746,10517.25,10353.93,10558.67,10348.92,15307366476,0.93,2096.19,80321828.8,10771996663680.00,472297,3.92,2978.43,1505.17,57.88,1511.1,17.97,0.91,7.15,1.71,-0.1960025,39
08/09/2019,9,2019,0.012547,0.031515,0.075105,10441.28,10518.11,10595.64,10409.09,13670567493,0.71,1629.98,94779758,10771996663680.00,436798,3.42,2978.43,1505.17,57.88,1511.1,17.97,0.91,7.15,1.71,-0.2072966,43
09/09/2019,9,2019,0.009782,0.031411,0.075294,10334.97,10443.23,10450.31,10144.93,17595943368,1.09,2170.22,78179913.4,10771996663680.00,536567,3.2,2978.43,1524.23,57.88,1511.1,18.17,0.91,7.11,1.71,-0.2067207,41
10/09/2019,9,2019,0.008588,0.030006,0.0756,10115.98,10336.41,10394.35,10020.57,14906809639,0.96,1867.35,97457152.3,10771996663680.00,564563,3.55,2979.39,1542.99,57.37,1499.2,18.19,0.91,7.12,1.76,-0.2037503,41
11/09/2019,9,2019,0.008243,0.03006,0.075417,10178.37,10123.04,10215.95,9980.78,15428063426,0.95,1838.46,98528110,10771996663680.00,556853,3.74,3000.93,1575.71,55.66,1503.2,18.17,0.9,7.11,1.74,-0.2017638,38
12/09/2019,9,2019,0.006158,0.023079,0.07409,10410.13,10176.82,10442.25,10099.24,15323563925,0.98,2125.75,84605659.7,10771996663680.00,564060,3.73,3009.57,1575.07,55.13,1507.4,18.18,0.91,7.12,1.77,-0.1868733,39
13/09/2019,9,2019,0.00509,0.022744,0.07004,10360.55,10415.36,10441.49,10226.60,14109864675,1.07,2059.04,81711974.4,10958429712866.00,546950,3.68,3007.39,1578.14,54.76,1490.9,17.44,0.9,7.08,1.82,-0.1771772,38
14/09/2019,9,2019,0.004023,0.022019,0.066767,10358.05,10345.40,10422.13,10291.69,13468713124,0.9,1934.8,91618125.6,11890594958796.00,491282,3.44,2997.96,1578.14,63.1,1503.1,17.44,0.9,7.08,1.81,-0.1771672,39
15/09/2019,9,2019,0.008629,0.020021,0.06543,10347.71,10356.47,10387.04,10313.09,12043433567,0.87,1864.94,86889448.2,11890594958796.00,422886,3.33,2997.96,1578.14,63.1,1503.1,17.44,0.9,7.08,1.81,-0.1693753,38
16/09/2019,9,2019,0.005374,0.018209,0.064751,10276.79,10347.22,10386.87,10189.74,15160167779,1.06,2130.93,96346803.1,11890594958796.00,562077,3.08,2997.96,1584.6,63.1,1503.1,17.9,0.9,7.08,1.81,-0.1828918,38
17/09/2019,9,2019,0.003995,0.01654,0.063628,10241.27,10281.51,10296.77,10199.74,15304603363,1.16,2322.82,87480532.9,11890594958796.00,567927,3.85,3005.7,1578.29,59.26,1513.4,18.14,0.91,7.07,1.82,-0.1908173,41
18/09/2019,9,2019,0.016595,0.021847,0.06466,10198.25,10247.80,10275.93,10191.47,16169268880,1.07,2087.27,102848734.6,11890594958796.00,578686,3.79,3006.73,1568.34,58.19,1515.8,17.92,0.9,7.09,1.82,-0.1873815,38
19/09/2019,9,2019,0.006101,0.021849,0.06157,10266.42,10200.50,10295.67,9851.69,19937691247,1.1,2338.58,87480532.9,11890594958796.00,552276,4.01,3006.79,1561.47,58.19,1506.2,17.88,0.91,7.09,1.83,-0.200845,31
20/09/2019,9,2019,0.007076,0.022386,0.060033,10181.64,10266.32,10285.87,10132.19,14734189639,1.04,2257.81,89253786.9,11890594958796.00,557003,3.82,2992.07,1559.76,57.92,1507.3,17.74,0.91,7.1,1.79,-0.2003576,41
21/09/2019,9,2019,0.006666,0.023027,0.059481,10019.72,10183.65,10188.10,10000.71,13425266806,0.89,2024.17,98120057.1,11890594958796.00,493311,3.76,2991.78,1559.76,58.69,1531.5,17.74,0.91,7.1,1.76,-0.2036363,37
22/09/2019,9,2019,0.005224,0.022087,0.058666,10070.39,10024.12,10074.44,9922.53,13199651698,0.85,1919.96,98120057.1,11890594958796.00,456990,3.63,2991.78,1559.76,58.69,1531.5,17.74,0.91,7.1,1.76,-0.192053,37
23/09/2019,9,2019,0.042648,0.048565,0.071692,9729.32,10067.96,10074.24,9727.14,15144925408,1.24,2527.62,67383653.7,11890594958796.00,544681,3.49,2991.78,1558.25,58.69,1531.5,18.71,0.91,7.09,1.76,-0.1807384,41
24/09/2019,9,2019,0.020793,0.052659,0.072464,8620.57,9729.32,9804.32,8370.80,25002886689,1.16,2250.08,92800295,11890594958796.00,596954,3.3,2966.6,1533.59,57.22,1532.1,18.52,0.91,7.12,1.74,-0.1540917,39
25/09/2019,9,2019,0.021826,0.054509,0.075425,8486.99,8603.43,8744.83,8325.40,21744728353,1.11,2229.15,92209210.3,11890594958796.00,571599,3.8,2984.87,1550.65,56.38,1512.3,18.07,0.91,7.12,1.77,-0.1472188,15
26/09/2019,9,2019,0.013462,0.055975,0.073328,8118.97,8487.67,8515.69,7895.63,19258205289,0.97,2080.56,102155715.1,12017674556108.00,554702,3.78,2977.62,1533.33,56.24,1515.2,17.91,0.91,7.13,1.74,-0.139928,12
27/09/2019,9,2019,0.008113,0.056121,0.072881,8251.85,8113.10,8271.52,7965.92,16408941156,1.1,2302.3,83726816.3,12759819404409.00,532292,3.91,2961.79,1520.48,55.95,1506.4,17.55,0.92,7.13,1.7,-0.1390626,24
28/09/2019,9,2019,0.009249,0.056416,0.073177,8245.92,8251.27,8285.62,8125.43,14141152736,0.89,1977.57,100852756,12759819404409.00,474974,3.37,2976.74,1520.48,54.09,1472.9,17.55,0.92,7.13,1.71,-0.1627474,32
29/09/2019,9,2019,0.016395,0.058708,0.074443,8104.19,8246.04,8261.71,7990.50,13034629109,0.9,2099.57,86263992.6,12759819404409.00,435119,3.43,2976.74,1520.48,54.09,1472.9,17.55,0.92,7.13,1.71,-0.1531774,33
30/09/2019,9,2019,0.01525,0.042203,0.075845,8293.87,8104.23,8314.23,7830.76,17115474183,1.15,2395.35,82458228.2,12759819404409.00,540376,3.1,2976.74,1523.37,54.09,1472.9,17,0.91,7.12,1.71,-0.1474064,27
01/10/2019,10,2019,0.007216,0.037427,0.075063,8343.28,8299.72,8497.69,8232.68,15305343413,1.12,2358.35,90704051,12759819404409.00,573854,3.44,2940.25,1493.43,53.6,1489,17.3,0.92,7.15,1.69,-0.1640746,38
02/10/2019,10,2019,0.010328,0.031692,0.075069,8393.04,8344.21,8393.04,8227.70,13125712443,1.01,2206.47,93875521.3,12759819404409.00,535484,3.7,2887.61,1479.63,52.67,1501,17.59,0.91,7.15,1.63,-0.1866389,39
03/10/2019,10,2019,0.007461,0.029599,0.074363,8259.99,8390.77,8414.23,8146.44,13668823409,1.04,2221.18,93241227.3,12759819404409.00,525476,3.63,2910.63,1486.35,52.41,1513.8,17.68,0.91,7.15,1.55,-0.1977223,37
04/10/2019,10,2019,0.005944,0.029062,0.074131,8205.94,8259.49,8260.06,8151.24,13139456229,1.09,2294.03,93241227.3,12759819404409.00,545609,3.65,2952.01,1500.7,52.84,1506.2,17.54,0.91,7.15,1.55,-0.1991239,30
05/10/2019,10,2019,0.013983,0.030987,0.072703,8151.50,8210.15,8215.53,8071.12,12200497197,0.89,2067.61,100218462,12759819404409.00,480438,3.77,2938.79,1500.7,52.76,1504.4,17.54,0.91,7.15,1.61,-0.2015545,31
06/10/2019,10,2019,0.010986,0.028572,0.07333,7988.16,8149.88,8161.41,7958.85,13160830305,0.81,1863.17,94509815.4,12759819404409.00,435006,3.55,2938.79,1500.7,52.76,1504.4,17.54,0.91,7.15,1.61,-0.2209599,32
07/10/2019,10,2019,0.007738,0.025358,0.073408,8245.62,7989.12,8308.45,7905.77,18009742607,1.01,2121.31,98315579.8,12759819404409.00,538987,3.03,2938.79,1497.79,52.76,1504.4,17.54,0.91,7.15,1.61,-0.2269724,27
08/10/2019,10,2019,0.013762,0.028234,0.073786,8228.78,8246.85,8332.71,8185.76,15592264032,0.97,2076.26,102755638.2,12759819404409.00,534935,3.63,2893.06,1472.6,52.64,1497.2,17.62,0.91,7.15,1.57,-0.2463141,39
09/10/2019,10,2019,0.006395,0.027008,0.073406,8595.74,8229.84,8627.71,8169.30,19384942333,1.03,2253.98,87532580.7,12759819404409.00,524494,3.75,2919.4,1479.46,52.63,1512.8,17.81,0.91,7.14,1.55,-0.2478127,37
10/10/2019,10,2019,0.017436,0.031405,0.074975,8586.47,8585.28,8625.27,8471.93,17618660671,0.97,2129.93,103681264.3,12874760266707.00,549668,3.44,2938.13,1485.36,53.57,1500.9,17.6,0.91,7.13,1.58,-0.2585683,41
11/10/2019,10,2019,0.005756,0.031366,0.074702,8321.76,8585.26,8721.78,8316.18,19604381101,1.02,2214.26,100875176.1,13008091666972.00,547368,3.78,2970.27,1511.9,54.76,1488.7,17.46,0.91,7.12,1.62,-0.2396832,39
12/10/2019,10,2019,0.010157,0.029737,0.075138,8336.56,8315.67,8415.24,8313.34,14532641605,0.97,2268.37,86002554,13008091666972.00,452069,3.83,2966.15,1511.9,53.57,1497.6,17.46,0.91,7.12,1.6,-0.2157371,38
13/10/2019,10,2019,0.00618,0.028189,0.075219,8321.01,8336.90,8470.99,8276.61,13808286059,0.82,1968.22,91822275.7,13008091666972.00,417760,3.32,2966.15,1511.9,53.57,1497.6,17.46,0.91,7.12,1.6,-0.1967035,38
14/10/2019,10,2019,0.009441,0.028759,0.075711,8374.69,8320.83,8390.21,8284.13,15151387859,1.06,2255.3,87295825.5,13008091666972.00,513254,3.05,2966.15,1505.43,53.57,1497.6,17.71,0.91,7.09,1.6,-0.1955193,37
15/10/2019,10,2019,0.007027,0.025824,0.075549,8205.37,8373.46,8410.71,8182.71,15220412632,1,2220.25,98935268.9,13008091666972.00,533673,3.36,2995.68,1523.3,52.81,1483.5,17.31,0.91,7.07,1.6,-0.1882676,39
16/10/2019,10,2019,0.006119,0.025801,0.075623,8047.53,8204.67,8216.81,7985.09,16071646996,1.12,2366.94,92468911.4,13008091666972.00,545056,3.78,2989.69,1525.06,53.42,1494,17.43,0.91,7.08,1.55,-0.1848594,40
17/10/2019,10,2019,0.010122,0.02147,0.076193,8103.91,8047.81,8134.83,8000.94,14313052244,1.1,2227.37,96995361.6,13008091666972.00,528543,3.71,2997.95,1541.84,53.89,1498.3,17.61,0.9,7.09,1.55,-0.1957562,40
18/10/2019,10,2019,0.006611,0.021711,0.074649,7973.21,8100.93,8138.41,7902.16,15651592610,0.94,2121.19,103461719.1,13008091666972.00,518606,3.74,2986.2,1535.48,53.75,1488.2,17.5,0.9,7.08,1.54,-0.1897258,40
19/10/2019,10,2019,0.007627,0.020858,0.074864,7988.56,7973.80,8082.63,7944.78,13797825640,0.97,2146.03,91822275.7,13008091666972.00,486396,3.77,3006.72,1535.48,53.28,1488.1,17.5,0.9,7.08,1.55,-0.1938727,41
20/10/2019,10,2019,0.006374,0.020903,0.074801,8222.08,7997.81,8281.82,7949.44,15504249442,0.85,1984.9,94408818.6,13008091666972.00,437713,3.39,3006.72,1535.48,53.28,1488.1,17.5,0.9,7.08,1.55,-0.1901134,37
21/10/2019,10,2019,0.00633,0.019658,0.074765,8243.72,8225.12,8296.69,8196.42,15868748866,1.01,2212.52,102815083.3,13008091666972.00,545843,3.17,3006.72,1550.14,53.28,1488.1,17.6,0.9,7.08,1.55,-0.1838378,37
22/10/2019,10,2019,0.024424,0.031338,0.078752,8078.20,8243.40,8296.65,8074.46,16803377857,0.96,2020.5,109281440.8,13008091666972.00,541300,3.92,2995.99,1550.87,54.21,1487.5,17.5,0.9,7.07,1.55,-0.1820057,39
23/10/2019,10,2019,0.007231,0.031536,0.06588,7514.67,8076.23,8093.00,7469.32,21942878958,0.98,2079.29,109144376.3,13069108485876.00,544470,3.82,3004.52,1552.86,55.9,1495.7,17.58,0.9,7.08,1.54,-0.1737108,33
24/10/2019,10,2019,0.034053,0.047062,0.072368,7493.49,7509.73,7532.87,7446.99,16268708849,1.09,2284.53,90520752.9,13691480038694.00,515253,3.87,3010.29,1550.18,56.11,1504.7,17.8,0.9,7.06,1.55,-0.1675528,20
25/10/2019,10,2019,0.055517,0.072637,0.088602,8660.70,7490.70,8691.54,7479.98,28705065488,1.19,2381.14,93923788.7,13691480038694.00,570469,3.43,3022.55,1558.71,56.52,1499.5,17.86,0.9,7.07,1.56,-0.1808789,24
26/10/2019,10,2019,0.01685,0.07419,0.089227,9244.97,8667.58,10021.74,8662.62,44496255609,1.23,2183.73,95285003,13691480038694.00,541095,3.55,3039.42,1558.71,55.6,1495.8,17.86,0.9,7.07,1.56,-0.1996282,53
27/10/2019,10,2019,0.014576,0.075394,0.090053,9551.71,9241.71,9749.53,9112.54,32593129501,1.1,2228.29,78269823.9,13691480038694.00,438755,3.32,3039.42,1558.71,55.6,1495.8,17.86,0.9,7.07,1.56,-0.1814177,50
28/10/2019,10,2019,0.018532,0.077351,0.091468,9256.15,9565.10,9805.12,9256.15,30948255332,1.2,2310.53,91201360,13691480038694.00,540579,2.75,3039.42,1571.93,55.6,1495.8,17.88,0.9,7.06,1.56,-0.1748833,52
29/10/2019,10,2019,0.011499,0.073798,0.090748,9427.69,9248.44,9516.18,9232.65,28426779937,1.16,2315.44,90520752.9,13691480038694.00,527526,3.39,3036.89,1577.07,55.34,1490.7,17.83,0.9,7.07,1.55,-0.1764831,54
30/10/2019,10,2019,0.013791,0.07473,0.090514,9205.73,9422.46,9426.87,9085.37,27706531577,1.1,2344.5,91201360,13691480038694.00,536888,3.47,3046.77,1572.85,54.85,1493.2,17.82,0.9,7.06,1.55,-0.163657,53
31/10/2019,10,2019,0.009009,0.066215,0.090676,9199.58,9202.46,9383.16,9028.72,26583653947,1.08,2225.6,89840145.7,13691480038694.00,504880,3.49,3037.56,1562.45,54.02,1514.8,18.07,0.9,7.05,1.49,-0.1647863,50
