Date,Month,Year,VOL1,VOL7,VOL30,ClosePrice ,OpenPrice,HighPrice,LowPrice,Market Volumn,Average Block Size,Average Transaction Per Block,Hash Rate,Network Difficulty,Unique Addresses,Transactions Per Second,SP500,RUSSELL,Oil,Gold,Silver,USDEUR,USDYUAN,Interest Rate,Economic Uncertainty,Crypto Index
26/05/2018,5,2018,0.011386,0.034446,0.074096,7355.88,7486.48,7595.16,7349.12,4051539968,0.49,980.14,34684139.2,4.30695E+12,356716,2.22,2689.86,1626.93,66.8,1304.1,16.55,0.85,6.38,2.1,0.0153811,23
27/05/2018,5,2018,0.011715,0.035615,0.07328,7368.22,7362.08,7381.74,7270.96,4056519936,0.45,879.9,35112338.4,4.30695E+12,337618,1.78,2689.86,1626.93,66.8,1304.1,16.55,0.85,6.38,2.1,0.0309359,19
28/05/2018,5,2018,0.015645,0.038318,0.074361,7135.99,7371.31,7419.05,7100.89,5040600064,0.71,1211.94,33399541.4,4.30695E+12,407911,1.62,2689.86,1626.93,66.8,1304.1,16.55,0.86,6.37,2.1,0.0322984,22
29/05/2018,5,2018,0.010586,0.035641,0.074264,7472.59,7129.46,7526.42,7090.68,5662660096,0.83,1473.16,29759847.8,4.30695E+12,442314,2.19,2689.86,1623.65,66.8,1304.1,16.37,0.86,6.4,2.1,0.0128553,16
30/05/2018,5,2018,0.009072,0.031917,0.073189,7406.52,7469.73,7573.77,7313.60,4922540032,0.63,1172.86,37253334.7,4.30695E+12,443065,2.27,2724.01,1647.99,68.24,1306.5,16.54,0.87,6.42,2.16,-0.0078678,38
31/05/2018,5,2018,0.014332,0.032761,0.074094,7494.17,7406.15,7608.90,7361.13,5127130112,0.71,1232.51,36396936.2,4.30695E+12,454486,2.31,2705.27,1633.61,66.98,1304.7,16.46,0.86,6.42,2.16,-0.0180488,25
01/06/2018,6,2018,0.010426,0.032549,0.073639,7541.45,7500.70,7604.73,7407.34,4921460224,0.72,1237.84,35540537.7,4.30695E+12,551183,2.34,2734.62,1647.98,65.81,1299.3,16.44,0.86,6.41,2.21,-0.031028,24
02/06/2018,6,2018,0.005611,0.03094,0.073125,7643.45,7536.72,7695.83,7497.26,4939299840,0.62,1148.01,32543142.9,4.30695E+12,386674,2.31,2746.87,1647.98,64.76,1297.3,16.44,0.86,6.41,2.22,-0.0311374,27
03/06/2018,6,2018,0.008366,0.029808,0.073048,7720.25,7632.09,7754.89,7613.04,4851760128,0.77,1002.72,34898238.8,4.30695E+12,369975,1.97,2746.87,1647.98,64.76,1297.3,16.44,0.86,6.41,2.22,-0.045903,40
04/06/2018,6,2018,0.013397,0.02846,0.073428,7514.47,7722.53,7753.82,7474.04,4993169920,1.06,1147.08,39180231.3,4.30695E+12,449728,1.88,2746.87,1653.37,64.76,1297.3,16.43,0.86,6.42,2.22,-0.0526152,41
05/06/2018,6,2018,0.010832,0.028472,0.072995,7633.76,7500.90,7643.23,7397.00,4961739776,0.85,1216.58,42980660.1,4.41559E+12,460260,2.35,2748.8,1664.63,65.51,1302.2,16.54,0.85,6.41,2.24,-0.0646456,26
06/06/2018,6,2018,0.005352,0.027435,0.072214,7653.98,7625.97,7680.43,7502.01,4692259840,0.99,1404.2,36103754.5,4.9407E+12,451994,2.4,2772.35,1675.95,64.75,1301.4,16.69,0.85,6.41,2.24,-0.0693398,42
07/06/2018,6,2018,0.00613,0.024133,0.071927,7678.24,7650.82,7741.27,7650.82,4485799936,1.08,1451.94,35121339.4,4.9407E+12,433804,2.34,2770.37,1667.77,65.96,1303,16.82,0.85,6.39,2.23,-0.0680473,38
08/06/2018,6,2018,0.004437,0.022125,0.071086,7624.92,7685.14,7698.19,7558.40,4227579904,0.9,1381.92,35612546.9,4.9407E+12,477386,2.31,2779.03,1672.49,65.77,1302.7,16.74,0.85,6.39,2.22,-0.0550846,40
09/06/2018,6,2018,0.033762,0.041104,0.07719,7531.98,7632.52,7683.58,7531.98,3845220096,0.63,1197.94,35121339.4,4.9407E+12,370067,2.24,2782,1672.49,66.1,1303.2,16.74,0.85,6.39,2.24,-0.0469072,39
10/06/2018,6,2018,0.015827,0.043276,0.076022,6786.02,7499.55,7499.55,6709.07,5804839936,0.76,1415.82,31191679,4.9407E+12,392109,1.93,2782,1672.49,66.1,1303.2,16.74,0.85,6.39,2.24,-0.0497067,24
11/06/2018,6,2018,0.015104,0.043794,0.076143,6906.92,6799.29,6910.18,6706.63,4745269760,0.79,1522.83,34384528.1,4.9407E+12,446188,1.97,2782,1674.68,66.1,1303.2,16.95,0.85,6.41,2.24,-0.0577782,15
12/06/2018,6,2018,0.01215,0.044063,0.074212,6582.36,6905.82,6907.96,6542.08,4654380032,1.05,1479.97,35612546.9,4.9407E+12,447810,2.37,2786.85,1682.3,66.38,1299.4,16.89,0.85,6.39,2.23,-0.0520979,19
13/06/2018,6,2018,0.020045,0.048599,0.075707,6349.90,6596.88,6631.66,6285.63,5052349952,0.91,1481.32,35121339.4,4.9407E+12,458587,2.37,2775.63,1676.54,66.63,1301.3,16.99,0.85,6.4,2.26,-0.0410065,19
14/06/2018,6,2018,0.00744,0.04874,0.073667,6675.35,6342.75,6707.14,6334.46,5138710016,0.74,1372.74,37577377.1,4.9407E+12,440336,2.27,2782.49,1684.72,66.91,1308.3,17.26,0.85,6.4,2.25,-0.0341093,17
15/06/2018,6,2018,0.01357,0.05045,0.074366,6456.58,6674.08,6681.08,6433.87,3955389952,0.8,1345.5,37577377.1,4.9407E+12,476263,2.37,2779.66,1683.91,65.01,1278.5,16.48,0.86,6.4,2.25,-0.0317167,26
16/06/2018,6,2018,0.006836,0.036962,0.073638,6550.16,6455.45,6592.49,6402.29,3194170112,0.47,958.37,40770226.2,4.9407E+12,343365,2.25,2773.75,1683.91,65.91,1280.1,16.48,0.86,6.4,2.26,-0.0372821,22
17/06/2018,6,2018,0.015173,0.036817,0.074554,6499.27,6545.53,6589.11,6499.27,3104019968,0.49,922.98,38559792.2,4.9407E+12,326154,1.77,2773.75,1683.91,65.91,1280.1,16.48,0.86,6.4,2.26,-0.037818,23
18/06/2018,6,2018,0.006628,0.034094,0.074267,6734.82,6510.07,6781.14,6446.68,4039200000,0.65,1196.98,40279018.6,4.9407E+12,424739,1.64,2773.75,1692.46,65.91,1280.1,16.44,0.86,6.43,2.26,-0.0417605,27
19/06/2018,6,2018,0.009849,0.033069,0.074548,6769.94,6742.39,6822.50,6709.92,4057029888,0.91,1237.45,39122596.1,5.02455E+12,413610,2.18,2762.59,1693.45,65.09,1278.6,16.32,0.86,6.44,2.27,-0.0654363,32
20/06/2018,6,2018,0.003897,0.026209,0.074117,6776.55,6770.76,6821.56,6611.88,3888640000,1.08,1283.15,39122596.1,5.0775E+12,425849,2.18,2767.32,1706.99,65.92,1274.5,16.31,0.86,6.49,2.29,-0.0850419,34
21/06/2018,6,2018,0.023327,0.035389,0.076171,6729.74,6780.09,6810.94,6715.17,3529129984,0.62,1165.37,42908653.8,5.0775E+12,421062,2.15,2749.76,1688.95,65.68,1270.5,16.33,0.86,6.47,2.27,-0.0960337,37
22/06/2018,6,2018,0.011657,0.03486,0.074896,6083.69,6737.88,6747.08,6006.60,5079810048,0.8,1351.95,38112980.8,5.0775E+12,469523,2.22,2754.88,1685.58,69.02,1270.7,16.54,0.86,6.49,2.26,-0.0961196,28
23/06/2018,6,2018,0.035713,0.049439,0.082059,6162.48,6090.10,6224.82,6071.81,3431360000,0.53,1020.59,40384615.4,5.0775E+12,368137,2.28,2717.07,1685.58,69.91,1268.9,16.54,0.86,6.49,2.27,-0.0983939,17
24/06/2018,6,2018,0.014706,0.04923,0.08263,6173.23,6164.28,6223.78,5826.41,4566909952,0.49,924.11,43161057.7,5.0775E+12,350052,1.81,2717.07,1685.58,69.91,1268.9,16.54,0.86,6.49,2.27,-0.0989607,15
25/06/2018,6,2018,0.008062,0.049433,0.082232,6249.18,6171.97,6327.37,6119.68,5500810240,0.92,1274.99,39627403.8,5.0775E+12,415603,1.79,2717.07,1657.51,69.91,1268.9,16.41,0.86,6.5,2.27,-0.1128891,16
26/06/2018,6,2018,0.010587,0.049575,0.082066,6093.67,6253.55,6290.16,6093.67,3279759872,1.07,1338.38,36850961.5,5.0775E+12,410398,2.23,2723.06,1668.53,75.23,1259.9,16.33,0.85,6.54,2.26,-0.133714,21
27/06/2018,6,2018,0.010357,0.050505,0.081128,6157.13,6084.40,6180.00,6052.85,3296219904,1.09,1557.93,30540865.4,5.0775E+12,397242,2.2,2699.63,1640.45,77.41,1256.1,16.24,0.86,6.58,2.25,-0.1406176,18
28/06/2018,6,2018,0.009418,0.044998,0.080978,5903.44,6153.16,6170.41,5873.05,3467800064,0.69,1195.06,39627403.8,5.0775E+12,396406,2.13,2716.31,1645.02,73.45,1251,16.04,0.86,6.6,2.25,-0.1368557,20
29/06/2018,6,2018,0.026647,0.051259,0.084969,6218.30,5898.13,6261.66,5835.75,3966230016,0.75,1310.47,38112980.8,5.0775E+12,453051,2.13,2718.37,1643.07,74.13,1254.5,16.2,0.86,6.63,2.25,-0.134355,16
30/06/2018,6,2018,0.00738,0.037469,0.084077,6404.00,6214.22,6465.51,6214.22,4543860224,0.99,1284.15,35588942.3,5.0775E+12,368308,2.21,2726.71,1643.07,73.89,1241.7,16.2,0.86,6.63,2.26,-0.140918,22
01/07/2018,7,2018,0.017764,0.038887,0.085362,6385.82,6411.68,6432.85,6289.29,4788259840,0.71,1062.9,37103365.4,5.0775E+12,341862,2.02,2726.71,1643.07,73.89,1241.7,16.2,0.86,6.63,2.26,-0.1328127,27
02/07/2018,7,2018,0.005132,0.038376,0.085324,6614.18,6380.38,6683.86,6305.70,4396930048,0.99,1413.43,37594816.3,5.17289E+12,433258,1.73,2726.71,1655.09,73.89,1241.7,15.84,0.86,6.62,2.26,-0.1329949,27
03/07/2018,7,2018,0.015099,0.039792,0.086245,6529.59,6596.66,6671.37,6447.75,4672309760,1.11,1868.51,30929068.7,5.36368E+12,456150,2.3,2713.22,1660.42,74.19,1253.5,16.04,0.86,6.67,2.25,-0.1340593,31
04/07/2018,7,2018,0.011145,0.039967,0.085946,6597.55,6550.87,6771.92,6450.46,4176689920,0.94,1543.19,35728406.9,5.36368E+12,435402,2.45,2736.61,1660.42,73.05,1258.8,16.04,0.86,6.64,2.24,-0.1441403,33
05/07/2018,7,2018,0.007814,0.0396,0.085629,6639.14,6599.71,6749.54,6546.65,4999240192,0.78,1456.93,36528296.6,5.36368E+12,413998,2.24,2736.61,1679.48,73.05,1258.8,16.1,0.86,6.63,2.24,-0.1555945,37
06/07/2018,7,2018,0.004327,0.029206,0.085571,6673.50,6638.69,6700.94,6533.55,4313959936,0.69,1256.21,42660784.4,5.36368E+12,529418,2.22,2759.82,1694.05,73.78,1255.8,16.07,0.86,6.64,2.26,-0.1572944,34
07/07/2018,7,2018,0.01202,0.0308,0.086257,6856.93,6668.71,6863.99,6579.24,3961080064,0.54,1090.77,41594264.8,5.36368E+12,357621,2.27,2784.17,1694.05,73.93,1259.6,16.07,0.86,6.64,2.26,-0.1713745,34
08/07/2018,7,2018,0.004866,0.025423,0.086281,6773.88,6857.80,6885.91,6747.98,3386210048,0.59,985.35,42127524.6,5.36368E+12,350857,1.87,2784.17,1694.05,73.93,1259.6,16.07,0.86,6.64,2.26,-0.1706903,38
09/07/2018,7,2018,0.012542,0.028211,0.079839,6741.75,6775.08,6838.68,6724.34,3718129920,1.06,1518.72,36261666.7,5.36368E+12,425385,1.75,2784.17,1704.6,73.93,1259.6,16.14,0.85,6.64,2.26,-0.1515505,39
10/07/2018,7,2018,0.008937,0.025405,0.078762,6329.95,6739.21,6767.74,6320.72,4052430080,0.97,1450.09,39727855.5,5.36368E+12,445234,2.36,2793.84,1695.62,74.11,1255.4,16.09,0.85,6.62,2.27,-0.1396804,37
11/07/2018,7,2018,0.009417,0.024708,0.077868,6394.71,6330.77,6444.96,6330.47,3644859904,1.01,1500.76,35995036.8,5.36368E+12,413229,2.38,2774.02,1683.66,70.47,1244.4,15.82,0.85,6.63,2.27,-0.1455604,29
12/07/2018,7,2018,0.009349,0.025193,0.0774,6228.81,6396.78,6397.10,6136.42,3770170112,1.18,1443.51,37594816.3,5.36368E+12,405288,2.28,2798.29,1690.28,70.28,1246.6,15.98,0.86,6.68,2.3,-0.152614,33
13/07/2018,7,2018,0.005019,0.025356,0.074759,6238.05,6235.03,6310.55,6192.24,3805400064,1.11,1453.87,38128076.1,5.36368E+12,473175,2.31,2801.31,1687.08,71.03,1241.2,15.82,0.86,6.67,2.28,-0.1430195,29
14/07/2018,7,2018,0.005003,0.022699,0.074537,6276.12,6247.50,6298.19,6212.22,2923670016,1.16,1326.88,35461777,5.36368E+12,362896,2.29,2798.43,1687.08,68.22,1239.7,15.82,0.86,6.67,2.3,-0.1422935,29
15/07/2018,7,2018,0.01264,0.025856,0.074464,6359.64,6272.70,6403.46,6256.51,3285459968,0.77,1211.66,35461777,5.36368E+12,346483,1.93,2798.43,1687.08,68.22,1239.7,15.82,0.86,6.67,2.3,-0.1310144,32
16/07/2018,7,2018,0.02893,0.037189,0.080058,6741.75,6357.01,6741.75,6357.01,4725799936,0.93,1732.02,31995588.3,5.36368E+12,431583,1.77,2798.43,1678.54,68.22,1239.7,15.74,0.86,6.69,2.3,-0.1286041,36
17/07/2018,7,2018,0.010861,0.037699,0.079314,7321.04,6739.65,7387.24,6684.17,5961950208,0.91,1471.48,40931868.5,5.19962E+12,487160,2.35,2809.55,1687.26,68.03,1227.3,15.62,0.85,6.69,2.32,-0.1258648,39
18/07/2018,7,2018,0.01112,0.037859,0.07982,7370.78,7315.32,7534.99,7280.47,6103410176,1.05,1372.24,44793365.5,5.17867E+12,494823,2.61,2815.62,1691.87,68.78,1227.9,15.57,0.86,6.71,2.35,-0.1270774,42
19/07/2018,7,2018,0.011711,0.038681,0.080095,7466.86,7378.20,7494.46,7295.46,5111629824,0.74,1316.02,44021066.1,5.17867E+12,465957,2.65,2804.49,1701.31,69.42,1224,15.4,0.86,6.72,2.32,-0.131886,44
20/07/2018,7,2018,0.008639,0.039298,0.080473,7354.13,7467.40,7594.67,7323.26,4936869888,0.82,1464.47,39644702.8,5.17867E+12,496860,2.53,2801.83,1696.81,70.31,1231.1,15.55,0.86,6.77,2.33,-0.1363097,47
21/07/2018,7,2018,0.010443,0.040421,0.077105,7419.29,7352.72,7437.64,7262.41,3726609920,0.72,1348.93,35268339.5,5.17867E+12,385950,2.54,2806.98,1696.81,67.9,1234.4,15.55,0.86,6.77,2.34,-0.1269276,43
22/07/2018,7,2018,0.010742,0.039902,0.07703,7418.49,7417.80,7537.95,7383.82,3695460096,0.45,918.29,46852830.6,5.17867E+12,366446,2.04,2806.98,1696.81,67.9,1234.4,15.55,0.86,6.77,2.34,-0.1221737,46
23/07/2018,7,2018,0.012939,0.02978,0.069602,7711.11,7414.71,7771.50,7409.10,5132480000,0.89,1382.41,42733900.4,5.17867E+12,473606,1.87,2806.98,1698.41,67.9,1234.4,15.37,0.85,6.76,2.34,-0.1114321,44
24/07/2018,7,2018,0.014696,0.03136,0.069596,8424.27,7716.51,8424.27,7705.50,7277689856,0.92,1631.18,40931868.5,5.17867E+12,532884,2.6,2820.4,1680.2,70.77,1234.6,15.52,0.86,6.79,2.34,-0.101629,49
25/07/2018,7,2018,0.014492,0.033058,0.070748,8181.39,8379.66,8416.87,8086.36,5845400064,0.97,1413.6,45565664.9,5.17867E+12,525952,2.93,2846.07,1685.2,71.13,1241,15.59,0.86,6.79,2.34,-0.1012423,54
26/07/2018,7,2018,0.019786,0.036643,0.072704,7951.58,8176.85,8290.33,7878.71,4899089920,0.77,1404.12,42476467.3,5.17867E+12,479850,2.79,2837.44,1695.36,71.59,1235.3,15.44,0.85,6.77,2.33,-0.0926523,53
27/07/2018,7,2018,0.006348,0.036244,0.072158,8165.01,7950.40,8262.66,7839.76,5195879936,0.89,1373.63,42991333.6,5.17867E+12,517778,2.57,2818.82,1663.34,68.66,1232.7,15.49,0.86,6.78,2.35,-0.077629,47
28/07/2018,7,2018,0.006956,0.035374,0.071876,8192.15,8169.06,8222.85,8110.77,3988750080,0.76,1298.19,37327804.6,5.17867E+12,395734,2.59,2802.6,1663.34,71.19,1231.5,15.49,0.86,6.78,2.35,-0.037291,54
29/07/2018,7,2018,0.015742,0.037079,0.068405,8218.46,8205.82,8272.26,8141.18,4107190016,0.54,990.63,50277183.1,5.59579E+12,380501,2.1,2802.6,1663.34,71.19,1231.5,15.49,0.86,6.78,2.35,-0.0352841,54
30/07/2018,7,2018,0.013515,0.037118,0.069538,8180.48,8221.58,8235.50,7917.50,5551400000,0.91,1723.31,39630250.2,5.94944E+12,479275,1.88,2802.6,1653.13,71.19,1231.5,15.54,0.86,6.81,2.35,-0.0428869,53
31/07/2018,7,2018,0.011663,0.036028,0.068221,7780.44,8181.20,8181.53,7696.93,5287530000,0.95,1652.9,43474976,5.94944E+12,500312,2.62,2816.29,1670.8,69.88,1233.6,15.56,0.85,6.81,2.35,-0.0257878,48
01/08/2018,8,2018,0.010509,0.034551,0.068829,7624.91,7769.04,7769.04,7504.95,4797620000,0.99,1606.96,44362220.4,5.94944E+12,495640,2.73,2813.36,1669.26,68.8,1227.6,15.45,0.86,6.81,2.36,-0.0154101,39
02/08/2018,8,2018,0.01379,0.031214,0.068566,7567.15,7634.19,7712.77,7523.44,4214110000,0.81,1469.76,45249464.8,5.94944E+12,470017,2.7,2827.22,1682.1,68.95,1210.6,15.33,0.86,6.82,2.36,-0.0074874,39
03/08/2018,8,2018,0.016523,0.034923,0.069803,7434.39,7562.14,7562.14,7328.65,4627150000,0.83,1384.69,49094190.6,5.94944E+12,537623,2.49,2840.35,1673.37,68.49,1223.2,15.46,0.86,6.83,2.35,0.0011791,36
04/08/2018,8,2018,0.011738,0.036212,0.070343,7032.85,7438.67,7497.49,6984.07,4268390000,0.57,1088.96,52051671.9,5.94944E+12,416161,2.6,2850.4,1673.37,69.01,1208.6,15.46,0.86,6.83,2.35,-0.0113157,31
05/08/2018,8,2018,0.010309,0.034179,0.070998,7068.48,7031.08,7102.77,6940.70,3679110000,0.58,1076.13,47319701.7,5.94944E+12,374557,2.15,2850.4,1673.37,69.01,1208.6,15.46,0.86,6.83,2.35,-0.0220691,23
06/08/2018,8,2018,0.015816,0.035047,0.071701,6951.80,7062.94,7166.55,6890.54,3925900000,1.05,1668.76,38743005.8,5.94944E+12,452410,1.89,2850.4,1684.31,69.01,1208.6,15.29,0.86,6.83,2.35,-0.0232838,25
07/08/2018,8,2018,0.019619,0.03864,0.074407,6753.12,6958.32,7146.56,6748.24,4682800000,1.02,1543.34,44657968.5,5.94944E+12,477951,2.48,2858.45,1688.3,69.17,1218.3,15.37,0.87,6.85,2.36,-0.0351281,25
08/08/2018,8,2018,0.015858,0.040783,0.075012,6305.80,6746.85,6746.85,6226.22,5064430000,0.81,1498.8,46432457.3,5.94944E+12,498558,2.62,2857.7,1686.88,66.92,1221,15.43,0.86,6.83,2.35,-0.0332383,23
09/08/2018,8,2018,0.022668,0.044837,0.078165,6568.23,6305.56,6625.73,6249.07,4267040000,0.8,1492.12,44066472.2,5.94944E+12,467197,2.64,2853.58,1690.89,66.81,1219.9,15.46,0.86,6.84,2.35,-0.0357335,19
10/08/2018,8,2018,0.023096,0.047911,0.081023,6184.71,6571.42,6591.26,6124.52,4528680000,0.79,1284.93,52051671.9,5.94944E+12,510030,2.46,2833.28,1686.8,67.61,1219,15.3,0.87,6.82,2.33,-0.0193026,21
11/08/2018,8,2018,0.016798,0.049368,0.082215,6295.73,6185.79,6455.74,6109.03,4047850000,0.61,1131.99,52376369.9,6.19784E+12,389256,2.53,2821.93,1686.8,67.25,1198.9,15.3,0.87,6.82,2.33,-0.0318345,18
12/08/2018,8,2018,0.011311,0.049579,0.082854,6322.69,6283.65,6409.85,6237.50,5665250000,0.59,1064.8,49230273.1,6.38932E+12,361544,2.18,2821.93,1686.8,67.25,1198.9,15.3,0.87,6.82,2.33,-0.0256364,18
13/08/2018,8,2018,0.019809,0.050995,0.085046,6297.57,6341.36,6537.05,6225.72,4083980000,0.91,1481.53,47642199.8,6.38932E+12,459526,1.85,2821.93,1675.32,67.25,1198.9,14.98,0.88,6.85,2.33,-0.0313404,21
14/08/2018,8,2018,0.019954,0.051048,0.086456,6199.71,6287.66,6287.94,5971.05,5301700000,1.01,1820.75,43195594.4,6.38932E+12,514445,2.48,2839.96,1692.58,67.04,1193,15.03,0.88,6.89,2.36,-0.0561801,16
15/08/2018,8,2018,0.018396,0.051753,0.08304,6308.52,6221.42,6588.49,6221.42,4895450000,0.79,1528.36,51135961.1,6.38932E+12,539383,2.75,2818.37,1670.67,65.07,1185,14.45,0.88,6.88,2.37,-0.0878739,18
16/08/2018,8,2018,0.010693,0.047316,0.083107,6334.73,6294.23,6473.50,6276.41,4328420000,0.76,1470.47,50183117.1,6.38932E+12,479347,2.79,2840.69,1685.75,65.44,1184,14.71,0.88,6.93,2.37,-0.0931613,21
17/08/2018,8,2018,0.011751,0.042822,0.083188,6580.63,6340.91,6582.50,6324.97,4992990000,0.83,1538.12,48277429.1,6.38932E+12,512305,2.58,2850.13,1692.95,65.93,1184.2,14.63,0.88,6.88,2.36,-0.0957239,19
18/08/2018,8,2018,0.012161,0.04124,0.08326,6423.76,6583.43,6617.35,6353.73,3984520000,0.59,1193.34,50818346.4,6.38932E+12,399289,2.63,2857.05,1692.95,66.5,1194.6,14.63,0.88,6.88,2.35,-0.1037658,24
19/08/2018,8,2018,0.007106,0.040262,0.083099,6506.07,6422.57,6537.98,6361.55,3311170000,0.62,1154.48,46054126.4,6.38932E+12,402087,2.16,2857.05,1692.95,66.5,1194.6,14.63,0.88,6.88,2.35,-0.0782393,27
20/08/2018,8,2018,0.012712,0.037212,0.083421,6308.53,6500.51,6536.92,6297.93,3665100000,0.82,1433.22,47642199.8,6.38932E+12,459856,1.85,2857.05,1698.69,66.5,1194.6,14.67,0.87,6.88,2.35,-0.0779183,26
21/08/2018,8,2018,0.028144,0.042025,0.087251,6488.76,6301.07,6500.87,6298.24,3377180000,0.78,1471.47,47006970.4,6.38932E+12,449916,2.43,2862.96,1718.05,67.32,1200,14.77,0.87,6.86,2.37,-0.0604252,19
22/08/2018,8,2018,0.007662,0.038521,0.086428,6376.71,6486.25,6816.79,6310.11,4668110000,0.78,1439.58,50818346.4,6.38932E+12,484463,2.46,2861.82,1722.54,67.85,1203.3,14.85,0.86,6.85,2.35,-0.0503126,21
23/08/2018,8,2018,0.008291,0.037885,0.085641,6534.88,6371.34,6546.54,6371.34,3426180000,0.77,1458.74,47324585.1,6.38932E+12,444346,2.56,2856.98,1717.05,69.13,1194,14.64,0.86,6.84,2.35,-0.0508486,18
24/08/2018,8,2018,0.00616,0.03648,0.084578,6719.96,6551.52,6719.96,6498.64,4097820000,0.82,1505.81,47211617.4,6.50504E+12,487991,2.45,2874.69,1725.67,69.71,1213.3,14.9,0.87,6.88,2.36,-0.043677,19
25/08/2018,8,2018,0.009637,0.035712,0.082708,6763.19,6719.95,6789.63,6700.96,3312600000,0.76,1454.96,45145645.9,6.72723E+12,415348,2.52,2896.74,1725.67,69.97,1216,14.9,0.87,6.88,2.38,-0.0426734,22
26/08/2018,8,2018,0.004453,0.035244,0.082595,6707.26,6754.64,6774.75,6620.75,3295500000,0.57,998.54,57853309.2,6.72723E+12,368938,2.16,2896.74,1725.67,69.97,1216,14.9,0.87,6.88,2.38,-0.0546763,19
27/08/2018,8,2018,0.013073,0.035535,0.083466,6884.64,6710.80,6884.64,6689.71,4019000000,0.7,1208.95,61866255.5,6.72723E+12,464084,1.93,2896.74,1728.41,69.97,1216,14.97,0.86,6.8,2.38,-0.0481155,18
28/08/2018,8,2018,0.007966,0.023022,0.082354,7096.28,6891.08,7109.56,6882.34,4659940000,0.88,1555.81,51165065.4,6.72723E+12,488605,2.53,2897.52,1728.42,68.54,1207.4,14.77,0.86,6.81,2.38,-0.0241586,19
29/08/2018,8,2018,0.009624,0.023884,0.081701,7047.16,7091.71,7113.30,6970.82,4145880000,0.91,1708.69,46483294.7,6.72723E+12,509197,2.72,2914.04,1734.75,69.68,1211.5,14.81,0.86,6.8,2.39,-0.0065703,19
30/08/2018,8,2018,0.007937,0.023667,0.081229,6978.23,7043.76,7072.69,6834.69,4463250000,0.82,1502.54,51499477.6,6.72723E+12,463657,2.63,2901.13,1732.35,70.25,1205,14.59,0.85,6.82,2.38,0.0046807,22
31/08/2018,8,2018,0.00775,0.02415,0.080943,7037.58,6973.97,7057.17,6920.16,4495650000,0.81,1529.52,51833889.8,6.72723E+12,511307,2.58,2901.52,1740.75,69.84,1206.7,14.56,0.86,6.84,2.38,0.0108299,17
01/09/2018,9,2018,0.008772,0.023791,0.080245,7193.25,7044.81,7242.29,7038.05,4116050000,0.77,1412.79,50496241,6.72723E+12,437404,2.66,2896.72,1740.75,69.82,1199.1,14.56,0.86,6.84,2.4,0.0304129,21
02/09/2018,9,2018,0.006549,0.024282,0.078619,7272.72,7189.58,7306.31,7132.16,4329540000,0.65,1299.62,48155355.6,6.72723E+12,387889,2.42,2896.72,1740.75,69.82,1199.1,14.56,0.86,6.84,2.4,0.0301704,18
03/09/2018,9,2018,0.004793,0.020723,0.077886,7260.06,7279.03,7317.94,7208.15,4087760000,0.85,1547.9,48155355.6,6.72723E+12,455957,2.07,2896.72,1740.75,69.82,1199.1,14.56,0.86,6.83,2.4,0.0144967,19
04/09/2018,9,2018,0.017455,0.026475,0.079301,7361.66,7263.00,7388.26,7255.44,4273640000,0.96,1843.37,42135936.2,6.72723E+12,474899,2.49,2896.72,1733.38,69.82,1199.1,14.18,0.86,6.82,2.4,0.004535,26
05/09/2018,9,2018,0.023656,0.034671,0.08147,6792.83,7361.46,7388.43,6792.83,5800460000,1.01,1867.25,44142409.3,6.72723E+12,497298,2.64,2888.6,1727.65,68.69,1201.3,14.22,0.86,6.84,2.4,0.0120109,17
06/09/2018,9,2018,0.01111,0.035478,0.079629,6529.17,6755.14,6755.14,6404.72,5523470000,0.89,1681.74,50161828.8,6.72723E+12,501001,2.7,2878.05,1714.47,67.81,1204.3,14.18,0.86,6.83,2.41,0.0206083,14
07/09/2018,9,2018,0.012108,0.036564,0.078936,6467.07,6528.92,6555.29,6396.87,4264680000,0.89,1518.36,52673943.2,6.97118E+12,539383,2.83,2871.68,1713.18,67.73,1200.4,14.17,0.86,6.83,2.43,0.0323738,17
08/09/2018,9,2018,0.013067,0.038022,0.076478,6225.98,6460.17,6534.25,6197.52,3835060000,0.71,1362.85,52338943,7.0192E+12,414919,2.58,2877.13,1713.18,67.55,1199.8,14.17,0.86,6.83,2.44,0.0329621,18
09/09/2018,9,2018,0.01208,0.039305,0.073798,6300.86,6223.38,6446.26,6201.22,3671890000,0.62,1158.97,56874984.7,7.0192E+12,387389,2.32,2877.13,1713.18,67.55,1199.8,14.17,0.86,6.83,2.44,0.0289314,13
10/09/2018,9,2018,0.009912,0.040219,0.072541,6329.70,6301.57,6374.98,6292.76,3714100000,0.9,1650.86,47105048.7,7.0192E+12,451965,2.1,2877.13,1717.47,67.55,1199.8,14.18,0.86,6.84,2.44,0.0221768,15
11/09/2018,9,2018,0.004808,0.036382,0.071793,6321.20,6331.88,6398.92,6260.21,3849910000,0.94,1684.9,49198606.4,7.0192E+12,474061,2.55,2887.89,1718.4,69.29,1202.2,14.15,0.86,6.86,2.47,0.014429,18
12/09/2018,9,2018,0.007998,0.028298,0.069475,6351.80,6317.01,6363.87,6265.09,4064230000,0.71,1388.54,58619616.1,7.0192E+12,461586,2.59,2888.92,1715.7,70.37,1210.9,14.29,0.86,6.87,2.48,0.0115937,14
